text,label
Bolaget svarar inte på Emil eller tel. Omöjligt att få ett besked .dåligt med utskick av provkäl var separerat med en dryg veckas mellanrum.Önskar ingen ytterligare kontakt med företaget,0
Mycket bra hjälp,1
Deras kundtjänst verkar på riktigt vara efterblivna. Tyvärr.,0
"Avskyr dem. Massor av konstiga email med adresser som gör att när man har blockerat så missar man relevanta email. Som t.ex ""kundservice at bokus.com""De använder de flesta kända seriösa företag i sina mailadresser. Så trött o irriterad på detta.",0
Alldeles för lång leveranstid på prenumerationer!!!Upp till 8v står det men det tar 9-10 inte mindre...Varför så lång tid! Skittråkigt att ge bort en prenumeration som ska ta sådan tid att leverera! Tänk om och försök hitta ett snabbare sätt!,0
Den är bra fast det tåg länge tid tills man får svar.,0
"Snabb leverans men produkten funkar dåligt ( en digital febertermometer) som visar fel,tempMåste ge företaget högsta betyg för sin kundvård! Efter mitt inlägg på Trustpilot kontaktade företaget mig för en lösning och de skickar en ny termometer! Riktigt snabbt och bra agerat! Stort TACK för extremt bra service!",1
"Har nu under en veckas tid försökt att avbeställa en order på en dator som skulle levererats inom 1-3 dagar. Ringde och fråga hur det gick med min beställning eftersom suporten inte svarade på mina mail. Fick beskedet om att dem tänkt på börja bygget först en vecka senare efter min beställning var gjord. Då den inte påbörjats valde jag att avbeställa datorn, har skickat 5 mail utan svar och varit i telefonkontakt 2 gånger, det har fortfarande inte tagit bort min order som Jag bett dem om... // besviken kund",0
"Allt var toppen, kavlitet och förpackning. Lite lång leveranstid drar ner betyget",1
VARNING!Gör ALDRIG affärer med dessa. Gratis är aldrig gratis givetvis!,0
Snabb leverans dagen efter.,1
Dålig produkt,0
"Allt fungerade perfekt, från beställning till leverans.",1
"Vad advisa är, vet jag inte?Å kan inte bedöma dom, om dom inte har med Collector bank att göra? Wdcmarkets har tagit lån I Collector, på 500000 som gått in på mitt konto I Nordea, å tagits ut i mitt namn i 2 omgångar +130 000 av mina sparpengar. Utan att jag vetat om det, eller tagit ut pengarna Har kontaktat Nordea oxo.Vad Advisa är, vet jag inte?",0
Leverans o vara. Finns inget att klaga på 😄,1
Snabbt skickat och bra packat.,1
"Är otroligt missnöjd med Rull, har mailat och får vänta flera veckor på svar som inte är några svar. Har skickat filmer på vår skoter då de själva ser att den inte lever upp till det de skriver om den. Har ringt men utan svar. Sonen på 12 år har själv sparat ihop alla pengarna och är så ledsen! Väntar fortfarande på besked sen 24 juni...",0
Snabb leverans med bra priser för alla plånböcker👍,1
Snabb hantering och trevligt bemötande,1
Jättenöjd! Snabb leverans!,1
Snabb och fin leverans.,1
Vänd er till Norrköping istället där får man bra service och tydlig information.,0
"Full pott i service, bemötande, svarstid på instagram och leveranstid. Alltid nöjd med kläderna jag har beställt. Plaggens kvalité stämmer alltid in på beskrivningen.",1
"Varning för Litenleker!Ingen kommentar/info på upprepade frågor via ett flertal mail,  vid utebliven leverans. Vill avbryta köpet, inget svar där heller.",0
"Eftersom jag är till åren kommen trodde nog killen att jag inte var så insatt i vad jag höll på med, därför sa han flera gånger låt det ta tid det är en kommentar man vill höra om man inte fattar situationenStort tack till sådan personal",1
Har inte fått hem det än...,0
"Toppen bra tjänst, jag är mycket nöjd. Snabbt och effektivt.",1
Trögt i början och för lite information. När grävning i området kom igång har det däremot fungerat perfekt. Snyggt grävt på tomten och mycket proffsig installation av fiberboxen.Nätet uppe snabbt.,1
Tro inte ett ord vad dom säger om du skulle ha oturen att bli uppringd av dessa provisionsgamar..,0
"Varning! Aldrig mer detta företag! Inte på grund av produkterna utan måste du returnera något så kostar det - företaget har en svensk adress men returer går till Danmark. Den betalar du själv. 483 kronor för att skicka tillbaka paketet till Danmark. Gör man som vi fel och skickar till den svenska adressen (avsändaren på paketet) så kostade först 160 kronor dit, lösa ut den för att den returnerades (de hämtade inte ut paketet) kostade ytterligare 110 kronor...slutsats: här handlar vi aldrig mer!",0
"Långt efter uppsägning (2 år), kommer nya fakturor, med påminnelseavgift, dessutom på gamla e-post som inte är aktiv.Skulden är 3 kr och påminnelseavgift 50 kr.  Börja aldrig prenumerera på denna sajt, de lurar dig och du kommer aldrig loss från deras klor..",0
"Jag beställde tre olika varor, varav två levererades. Fick ingen återkoppling om och när den tredje varan skulle skickas. Trots två mejl till kundtjänst har jag inte fått något svar alls. Det tog också längre tid än de utlovade 1-3 arbetsdagar för att få den ofullständiga leveransen. Om detta beror på ointresse eller dåliga system, så finns det andra som kan leverera produkterna som ni säljer.",0
Opålitlig skitfirma med bedrägligt beteende!,0
Väldigt fina tavlor med bra kvalite snabb leverans!,1
"Annonserar heljvilt via mail om erbjudanden och procentrabatt hit och dit. Problemet är att nästan allt är slut, vätskor, coils,ecigg, etc. Till och med dom varorna som det är rabatt på. Och att man kan välja tex en 60 ml, men finns bara 30 ml i lager. Så kostar de lika förbannat 90 kronor, priset ändras alllså inte om du väljer 20 ml istället för 60 ml. Så du betalar för ingenting typ. Verkar som det är Konkurs på G?.. Och fraktbolag ET är under all kritik. Sena leveranser, och lägger i fel brevlåda mm. Handlat länge här innan, men nu börjar det att bli otroligt dålig, så jag kan inte rekommendera någon ny att handla här.. Då är det bättre att välja ett annat svensk företag.",0
"Har nyss köpt en öltapp till det nya köket, till det behövdes 5L fat. Den 2/3 2018 fick jag ett email av dem där de informerar om att det nu gått en månad sen jag beställde från dem, dom hoppades det smakade bra och att jag var nöjd, vilket jag långt ifrån är. Idag är det den 4/3 och jag har fortfarande inte fått min leverans av dem. Det var heller ingen komplicerad eller svår beställning, det handlade om 2 stycken små 5L fat som fanns i lager. Enligt deras ""Frågor och svar"" skriver dem; ""Leveranstiden hem till dig är oftast 3-5 vardagar, beroende på var du bor."". Jag bor i södra Sverige vilket är nära Tyskland och Danmark där det kommer via om jag förstått det korrekt. Det borde alltså ta 3 dagar egentligen kan tyckas, inte cirka 35 (om det nu ens kommer imorgon...) Handla inte av dem eller Drinko.se som är deras partnersajt före de löser sina leveransproblem med råge!",0
Bra utbud och priser. Smidig beställning och väldigt snabb frakt. Paketeringen kan förbättras invändigt men utvändig kartong var mycket bra.,1
"Har försökt i flera dagar med en uppsägning av min pappas abonnemang. Han gick bort i oktober, fortfarande finns det inte en chans att komma fram till rätt avdelning. Suttit timtals i kö, lämnat mitt tfn nummer, men ingen som helst återkoppling.Sa upp autogirot i ren frustration, resultatet blev bara påminnelsefaktura. Jag är så in i hell förbannad...// Christer",0
"Snabbt, säkert, pålitligt och korrekt!",1
Bara positivt!,1
Snabb leverans,1
"Dålig kundserviceJag beställde två varor, det tog en vecka utan att sakerna skickades. När jag efterlyste dem fick jag ett mejl att ena varan var skickad och den andra var restnoterad. Samma dag skrev jag att jag ville avbeställa varan eftersom den var restnoterad. EFTER mitt avbeställningsmejl får jag sedan ett meddelande att den restnoterade varan är skickad. Jag har då hunnit beställa varan från ett annat ställe. Ginza anser dock att jag ska stå för returfrakten av varan. Ett bra kundbemötande hade varit att stå för frakten tillbaka. Det är vidare omöjligt att få ett vettigt svar från deras kundtjänst per mejl eftersom de inte verkar spara tidigare mejlkonversationer i samma ärende. Kommer aldrig mer att handla av Ginza.",0
Topp betyg! Bästa priset på yankee candle ljusen jag köpte. Snabb leverans. Och bra paketerat så glas ljusen inte kunde gå sönder. Jag är jättenöjd.,1
Jag har inte heller fått min vara och jag kommer att polisanmäla företaget och jag uppmanar ALLA att polisanmäla företaget!!⚠️⚠️⚠️⚠️,0
En produkt va sönder !,0
Bästa flyttfirman ever! Både snabba och varsamma. Vilka killar som var så effektiva!,1
Mycket nöjd. Snabb leverans och god kvalite.,1
"Ringde för jag ville komplettera ordern men fick svar att den var skickad. När min order inte kom ringde jag igen och fick till svar att ordern inte var skickad för den var slut i laget. LAGERSALDO är ingen raketforskning precis.Så...jag fick helt i onödan komplettera min order från ett annat ställe, som medförde merkostnad för mig.Nej...detta var faktiskt riktigt dåligt.",0
"Sämsta servicen jag varit med om. De sålde mig en vara som inte fanns på lagret, upptäckte när jag kom hem att de gett mig något helt annat än jag köpt och när jag skulle byta dagen därpå fanns inte den vara jag betalt för. Verkar dessutom som att Jysk i Lund har något allvarligt fel på sitt telefonabonnemang, det är den enda rimliga förklaringen jag kan hitta till att ingen svarar i telefonen trots upprepade försök i två timmar. Inte ens en ursäkt fick jag. Hade gett noll stjärnor om det var möjligt, en stjärna är alldeles för generöst.",0
Urdålig service!!!!,0
Skrattretande hur urusel denna applikation är via LG smart TV! Lägg ner istället!,0
Bra köp .... gick snabbt... billigt!!,1
"Skojarföretag!! Anmäl till konsumentverket, polis mm för att få stopp på dem. Utlovar leverans. Skickar inget annat än faktura!",0
"Efter tre månader har jag fortfarande inte fått reservdelen till barnvagnen som gick sönder. Jag reklamerade direkt och tydligt och har efter det varit i en lång mailkonversation där jag fått många goddag-yxskaftsvar. De frågar samma sak i varje mail eftersom de inte läst historiken och kallar mig fel namn. Många frågor är helt irrelevanta (som vilken färg på tillbehör jag beställt, tillbehören är inte det som gått sönder och det finns i deras databas om de nu skulle vilja veta) Varje gång jag återkommer har de en ny anledning till att de inte skickat delen. En gång försökte de skicka något helt annat än det som gått sönder. Uppdatering: Till slut fick jag hem en del till en annan barnvagn efter fem månader som såklart inte passar. Jag tror jag ger upp nu.",0
"De ville först inte godkänna min märkesverkstad som reparatör trots att bilen redan befann sig där (skadan bestod i att katalysatorn hade stulits), eftersom de inte hade avtal med min verkstad. När jag ringde dem om detta sa handläggaren först att de inte hade någon skada noterad på mitt registreringsnummer, trots att de hade tagit emot min anmälan och gett mig ett skadenr, sedan påstod hon att jag inte lämnat in den kopia på polisanmälan som de bett mig komplettera med, vilket jag hade gjort. När jag, höggradigt irriterad, lät min irritation komma till uttryck, löste sig dock det hela, min verkstad tilläts att utföra reparationen.",0
"tidigare kund mobilt bredband, fungerade, men var överdrivet nitisk med villkorsläsningen. Då det kan var möjligt att du skrivit avtal på mist 24 månader utan vetskap.",0
det står ett pris på cerostop när man beställer men när fakturan kommer är det ett annat pris. det stod 69 kr men på fakturan står det 100 kr. det är en höjning med 31 kr.,0
"Jättebra upplevelse- rolig kväll. Berusningsmedel som faktiskt funkar. Jag svär, det är bra.",1
Fick inte lämna tillbaka en helt ny vara. Skulle få pengarna tillbaka men de slutade svara och har försökt att kontakta de flera veckor utan resultat. Akta er för att beställa därifrån.,0
"Börjar ana att det är ett lurendrejeriföretag!Efter MÅNGA (de flesta obesvarade) kontaktförsök fick jag tag på någon som skickade ett spårningsnummer (och ersättning pga extremt lång väntetid). Paketet kom efter nästan 20 dagar, inte 4 som utlovat (det var påsk osv men det skickades uppenbarligen inte förrän långt in i veckan efter). När jag väl fick paketet (ett bollhav) var det smutsigt. Kontaktade dom igen och fick snabbt svar (kors i taket) att jag kunde bli ersatt med en viss summa eller få ett nytt överdrag. Med tanke på deras hastighet så valde jag pengar. De har jag inte heller sett röken av, lika lite som den tidigare utlovade kompensationen. Jag har däremot börjat se lite kommentarer, i social media, ploppa upp här å var där folk inte får sina varor och inte heller ngn kontakt (men de kommentarerna tas snabbt bort). De är duktiga på en sak, och det är att ta betalt. Jag vet inte om de har problem iom att de precis lanserat sin butik i Sverige men som de fungerar nu skulle jag inte rekommendera någon att handla där! Allt de har på hemsidan ser jättefint ut men om man betalar för luft så känns det ju rätt ovärt... Hoppas de är seriösa och skärper till sig, så jag kan ändra mitt betyg!Uppdatering 20/6 2017Det var som tusan! Såg precis att jag fått tillbaka 200kr från dom. De hade iofs utlovat 250kr (plus ett presentkort på 300kr)... Men jag har inte hört ett ord! De har ju stängt av kommentarer på insta, tagit bort Facebooksidan och hävdar att den svenska delen ""gått under jorden"" (vilket jag betvivlar, de skulle de väl informera om det?)... Min varning kvarstår, om än med en hoppfull tveksamhet!",0
"Gjorde en beställning och pengar drogs, men fick aldrig någon vara. När jag ringde upp företaget så visar det sig att de inte har varan. Det säger att de ska sätta tillbaka mina pengar (Ca 2000 kr) men nu har det gått 1,5 månad och fortfarande inte fått dem, trots att jag varit i kontakt med dem igen för att höra hur det går.Kan lägga till att ägaren lägger på telefonen när jag ringde upp och berättade vad det gäller. Butiken har informerat om att det som hänt mig händer flera kunder varje dag. Ekonomiavdelningen går inte att få tag på.",0
MVG på alla sätt.,1
Gomore är bra om du vill hyra ut din bil. Enkelt app att använda.,1
Systemet är byggt för att inte returnera deras sketna plastglasögon. Efter att ha skrivit ut x-blanketter och donat så går till min förvåning returfrakten på ca 45 kr som inte blir återbetalad. Netto efter att ha returnerat solglasögonen så får jag ut 45 kr på en faktura över 200 kr. Helt värdelösa. Håll er borta från detta blufföretag!,0
Köpte 2 nya babymössor i ekologiskt tyg. De fick svartmögel efter cirka 6 månader. Inget svar på mail eller FB vid kontakt.,0
"Hej åkt ett flertal gånger, har fungerat bra, dock senaste två gångerna ingen taxi kom för upphämtning på arlanda talade med de 4 gånger innan ny taxi kom efter en dryg timmes försening gjorde reklamation Inte hört av de på fem veckor, bokade i alla fall  i malmö ingen taxi kom,Nästan omöjligt nå de på telefon urusel växel ingen svarar. att inte höra av sig efter reklamation är urdåligt. Varför jag inte kommer använda taxijakt mera. Rekommenderar inte taxijakt.",0
"Firman är ett scam, håll er borta från den. Har beställt reservdelar till en scooter och betalat via deras webbsida. Får inget besked om leveranstid och det går inte att nå dem på telefon eller mejl eller facebook. Gått in i diverse scooter-forum och det verkar som att de lurat andra också. De tar pengarna men man får inga varor.Svar till Mumien:Det är inte första gången ni lovar att leverera. Ni kommer knappast leverera något denna gång heller. Skojare!",0
"Bra produkter som man känner igen från Filippinerna och mycket bra att dem utvidgar utbudet med nya produkter som är annars svåra att få tag på i Sverige,  snabb leverans",1
"Vi är super nöjda med allt! Från första samtalet till sista dagen på lägret, tack vare Escape sport så gick allt smidigt och lätt! Rekommenderad varmt!",1
"Trevlig, ordentlig, hjälpsam kille utan strul och problem. Datorn som sonen köpte funkar kanon, vi kommer lätt att vända oss till Viktor igen om det behövs eller när det är dags för ny dator.5 stjärnor 👍👍👍👍👍",1
"Köp aldrig från de. Butiken finns i Malmö Tiles R US ABGaloppgatan 1sämsta företag, vi köpte kakel och klinkar och fick för lite kakel enligt leverans bekräftelse, när vi meddelade och vill ha resten av betalade kakel så sa de att den kakel tog slut i lager och kommer inte att finnas längre till salu. medan vi var mitt i renoveringen och en del av kakel satts upp på väggen.",0
"Ang. krav för en faktura som var betald för flera månader sedan:Otrevligt, nedlåtande bemötande i chatenTelefonlinjen avstängdVid försök till kontakt via email kom ett automatiskt svar med löfte om ett personligt svar. Detta uteblev och vid förnyad kontakt fick jag inte ens ett automtiskt svar.Bemötandet under all kritik.",0
"Mycket bra, enkelt att beställa. Snabbt levererat och håller hög kvalitet!",1
"Snabb o bra service, bra ränta",1
"Det är enkelt och snabbt att boka med tydliga och överskådliga formulär i flera steg. Betalning kan göras med flera olika betalsätt. Jag har även kontaktat kundtjänst (hamnade hos en engelsktalande agent i Indien) som var mycket hjälpsam och fixade mitt ärende utan krångel.Önskar att de även kunde erbjuda en avbeställningsgaranti som man kan köpa till för att helt kunna avboka vid behov, alltså utan specifika skäl.",1
Snabb service och bra pris,1
"Snabb frakt, bra vara, bra pris. Toppen!",1
Beställde en mugg. Texten var helt sliten,0
"3 veckor har jag vänta på att få min order och jag har mailat och frågat varför ordern tar så lång tid, men inget svar. Nej, det här liknar som om man förlorar sina pengar på något som verkade bra.",0
"Beställt internet via th1ng men utan framgång. Utan internet i 4 dagar inte ens fått en order bekräftelse men däremot fått faktura daterat ifrån dagen jag beställde vilket är orimligt då de kan ta betalt trots jag inte har fått internet än. Ringer till kundsupport som säger att dom ""ringer upp"" vilket inte de heller gjort på 2 dagar. Fruktansvärt dåligt.",0
Snabb leverans. Inget krångel.,1
Så missnöjd med produkten!,0
Bra prodkter till rimligt pris och framför allt inte samma som alla andra utan lite mer ovanliga märken och intressanta produkter.,1
"Förhoppningsvis bra, har inte fått mina saker än men det gick smidigt att beställa",1
"Gjorde en retur för EN MÅNAD SEDAN som de har mottagit och ”återbetalat”, men fick aldrig pengarna tillbaka. När jag ringde kundtjänsten sa de att det tar ”upp till 10 bankdagar” innan pengarna kommer in på kontot, men nu har det gått en vecka sedan den tionde bankdagen. Kommer aldrig handla där igen, helt oseriöst företag som sitter på andras pengar när de har fått tillbaka sin vara. Akta er för dem.",0
"Har prenumererat ett tag på nyhetsbrevet, är inne mellan varven och ""kollar läget"". Där är mycket bra saker som kan dra nytta av.",1
Följer inte konsumentköplag och vill varna för att handla där!! Hade en reklamation på en löparsko som hälen hade släppt på. Det har hänt mig innan på en Kayano och fick ett par nya direkt. Här följer de leverantörens guide line och tar inte det.,0
Bra kvalitet och snabb leverans!,1
Dom svarar inte på mail eller telefon. Jag har betalat genom Klarna men dom skickar inte ens en orderbekräftelse. Kommer dra dom till ARN om jag inte får mina pengar tillbaka inom kort.,0
"Säger bara en sak se upp när abonnemangstiden är på väg att ta slut, kundservicen så nära noll man kan komma.",0
Snabbt o smidigt. Inga problem o bra info.Tack,1
"Helt värdelöst! Ingen leverans och kundtjänst svarar inte på mail, och jag kan inte reklamera. Ser ingen anledning att överhuvudtaget handla hos Teknikdelar...",0
Mycket bra service. Snabba leveranser,1
"Galet bra service, fick svar på mina frågor efter bara sekunder (på en helg). Även helt galet bra priser med tanke på hårdvaran. Och ett miljötänk som grädde på moset. Rekommenderas starkt!",1
Produkten funkar ej,0
"Jag beställde två reflexvästar för två månader sedan, och även med otaliga mejl till kundtjänst så har varorna ännu inte ankommit. Mycket mycket besviken.",0
"Var på H&M i Caroli, Malmö idag.Skulle byta en vara. Då blev jag ombedd att signera returen vilket var helt okej, men jag reagerade då jag också blev ombedd att lämna min adress och tlf nr. Jag sa ""jag är inte så säker på att ni får be om just det pga den nya GDPR lagen"" - då klev en helt annan medarbetare fram (och gick ifrån sin egen kund) och sa att då kunde de inte göra returen idag, för att de skulle ha de uppgifterna. Då sade jag igen,  ""men om inte jag vill lämna min adress och telefonnummer?"" - ""ja då får vi makulera det tillgodokortet vi precis har gjort då"".Jag var alldeles förstummad. Jag hade sagt det i lugn ton, men han var alldeles hetsig och oförskämt. Jag hade inte tid med detta och sa då okej till att ge mina uppgifter. Men sedan när jag började fylla i adressfältet så henne den första ""nej nej.. vi behöver bara tlfnummer"" - de lyssnade tydligen inte på mig för jag sade att jag inte trodde att de fick be om adress , och det var då den manliga medarbetaren hade lagt sig i och varit otrevlig som bara den. Jag tycker fortfarande inte att det är okej att ni ska ha mitt namn och tlf nummer i eran butik. Men kundservice kan ni få träna på. Det räcker att 1 medarbetare talar till mig. Inte att 2  gör det på samma tid och till och med att den manliga tror att det går bättre om man höjer rösten. Lite senare kom jag tillbaka och skulle köpa något för mitt tillgodokort. Då var den manliga medarbetaren där igen och han gav mig så mycket attityd att jag faktiskt nu aldrig kommer att gå dit igen för att jag är rädd att han ska vara där.  Väldigt obehagligt! Har alltid kännt mig trygg o glad i h&m men inte nu mera. Hoppas verkligen att detta inte kommer hända i andra h&m butiker",0
God information som följdes av utlovad handläggning.,1
Beställde på torsdag EM och på fredag innan lunch hämtades paketet ut.Snabb bra leverans och välpackat. Äntligen en leverans utan sttul🙏🙏🙏🙏🙏👍👍👍👍👍Nöjd med både leverans och varan. Topp 5,1
"Att få börja dagen med Ann Svärdfelts Ashtanga Yoga är helt underbart! Känner mig glad, stark och skön i kroppen!",1
Skulle äntligen ge 0 Väntar på mina pengar för inställd resan från 14 juli Dåligt och arrogant kundservice,0
"Snabb leverans, bro kvalite,service. Helt enkelt bara bäst.",1
Jag köpte en madrass som var underbar. Snabb leverans och bra support. Rekommenderas varmt.,1
Beställde och betalade för en led lampa. 2020-09-12Har ännu inte fått någon lampa eller pengar tillbaks.Ett gäng ärkeskurkar är vad dom är.OBS handla INTE av dessa. Ni betalade tillbaks pengar 2020-11-12 Grattis till att vara snabba!!!!,0
"Nya hemsidan är helt värdelös. Förut kunde jag hyra ut ett rum på nolltidmed nuförtiden  är väldig svårt. Ta tillbaka gamla blocket istället betalat två gånger, sluta blåsa kunder",0
Många låsta skräpkanaler i listan som inte går att ta bort och andra problem med användningen som andra leverantörer har löst för typ 10 år sen.,0
"Omöjliga att komma i kontakt med, framför allt när abonnemang ska sägas upp. Tar inte emot uppsägningar för långt tid i förväg i strid med svensk lagstiftning. Allt för att krångla till det och lura på folk ytterligare abonnemangsperioder.",0
Riktigt trött på Interflora!Ska överraska med blommor och butiken ringer innan leverans och ber den som får blommorna att hämta dom själv! Wow! Vilken överraskning!Om jag betalt för leverans och ber att de ska levereras under dagen på en adress så ska de levereras!Det blev varken en överraskning eller en positiv sak!Dessutom var buketten mycket mindre än beställningen. Mkt färre tulpaner än beställt.Aldrig mer Interflora!!,0
"Var väldigt bra service, beställde ett par lampor som tyvärr hade utgått men med några snabba Mail fick jag en likvärdig lampa och den skickades samtidigt! Grym service!",1
"Nsi-189, 2,5 vecka känner mig lite ""klarare"".",1
Jätte fina dörrar och gör sig bra till vårt äldre hus.,1
Kommer inte handla hos dem förrän de relanserar sin gamla hemsida. Den nya är katastrof. Avregistrerat mig från nyhetsbrevet.,0
Jag handlar en del på nätet för att det är smidigt och går fort. Men denna butik uppfyller inget av det. Beställ härifrån om du känner att din produkt kan dröja veckor att komma fram. Beställ här i från om du tycker att det är ok att deras kundservice inte svarar. Beställ härifrån om du önskar dig noll service.,0
"De hade fel i lager och min beställning blev en dag sen. Dock ringde de upp både innan och efter jag fått mitt paket för att be om ursäkt och se till att jag fått min beställning.  Mycket bra servis,  väldigt trevlig personal och hög kvalité på produkterna. Rekommenderas starkt!",1
"riktigt bra bemötande och kundservice, löste problemen snabbt",1
"Snabb leverans  Beräknad leveranstid var imorgon o varorna kom igår.Storlekarna var bra,  jag är nöjd o kommer definitivt handla här igen",1
Proffsigt bemötande av personal och snabb samt bra service.,1
Snabbt och enkelt! Absolut inget att klaga på.Alex,1
Köp inte om du inte har tid. Då håller inte det de lovar. Det har gått 2 dagar och paket har inte skickats och inget svar från kundservice. Jag beställde express leverans (1-2 dagar). De skrev på helgen msidan att de skulle skicka senast dagen efter kl 14.00. Det har inte hänt alls.,0
Gick bra å bra service,1
Snabb leverans,1
Jag har gjort en beställning 22dec 2020...idag 9 januari och jag vet inte vart är mitt paket. Har försökt ringa de utan att lyckas... Har skickat minst 10 mejl... INGET SVAR!!! OSERIÖS FÖRETAG!!!!,0
"Plockar isär mobilen, men kan inte (vill inte) sätta ihop mobilen igen pga inkompetens 😖",0
Mycket bra tvätt ställe,1
"Ringer för att få bort min spärr, så jag jag göra ny placering på min pension.Men det tar tid, de har semester och corona ,  det är inte alla som kan denna tjänst. Ger inte mycket för denna serviceSå håll er borta från detta företaget Ni bli inte av med dem",0
Helt kassa! Såg reklam om att välja en okomplicerad bank! Bull !Jag tex trodde jag löste ett lån. I mars. Betalade pengarna till dom.ingen hör av sig! Dom fick nästan 300 tusen!Upptäkte i maj/juni att dom fortfarande dragit pengar från mitt konto. Fortfarande drar dom pengar från mitt konto. Har haft kontakt med via mail. Begär bevis på allt möjligt! Penningtvätt lagenSom om jag var dataproffs!Okomplicerad bank . Defetivt inte . Så krånligaFruktansvärda.,0
Man får inte betala med kontanter.  Märkligt eftersom vi har pengar som betalningsmedel i det här landet. Så kan inte handla där mer.,0
"10/10, snabb leverans",1
"Har köpt  2 st batterier till Makita borr och skruvdragare det första höll 2 år och det andra 1,5 år innan dom gav upp för normalt hemmabruk. Har laddat efter deras instruktioner men det har inte hjälpt.Dom kostar 700 kronor.Batteriexperten säger bara att dom har 12 månader garanti och att dom inte kan göra något, det är lite för kort livslängd på så pass dyra batterier. Nu är det sluthandlat hos batteriexperten det finns andra alternativ som har 2-3 års garanti.",0
"Nu har jag beställt för andra gången då min förra beställning mackulerades utan min vetskap. Även denna beställningen har väl försvunnit någonstans för min klocka har ännu inte nåt hem. Jag har varit i kontakt med kundtjänst båda gångerna(så ge mig inte det svaret på detta omdöme). Får inte så jättebra hjälp. Mest ""vet inte"" svar. Har även varit i kontakt med postnord angående leveransen. ""Din beställning skickas nästa arbetsdag och leveranstid är 1-3 arbetsdagar"". Fel av er att skriva detta då det ger kunden fel bild av när leveransen kommer. För min del har det varken varit fallet första eller andra gången jag gör samma beställning.Så summan av kardemumman fina klockor, dålig leverans/kundtjänst(för jag får ju aldrig en leverans), rekommenderar inte att beställa på hemsidan. Köp i butik men aldrig på deras hemsida. Den klockan jag ville ha finns tyvärr inte i butik.",0
Ni skickar inte till Åland. Dåligt.,0
"Dem har öppnat sin TrustPilot sida nyligen ~6~ (oktober)Sen har dem fått in 6 olika 4/5* på samma dag, luktar som köpta recensioner/Botar O sist men inte minst svarar ""Dem"" inte på ""negativa"" recensioner 110% En bluff håll er borta från detta fejk företag 🙂",0
Snabb och bra leverans. Bra sida för att kunna skapa sin egen skylt 👍,1
Fick ingen information alls om att min vara inte fanns i lager och tydligen är ännu mer försenad nu. Jag fick ringa dom och fråga vart min leverans var som stod att den hade gått iväg i början på November.Redan väntat 6-7veckor och leveransen stod på hemsidan 2-5veckor.Inte nöjd alls.,0
"Jag beställde expressleverans för 120 kr som skulle vara framme nästa dag. Trots mina upprepade försök att få kontakt med avsändaren för att fråga var expressleveransen tog vägen fick jag aldrig något svar, gick dessutom inte att få tag på telefonnummer för snabbare svar än via mail. SEX dagar senare uppmärksammade jag via Postnord Appen att leverantören lämnat in försändelsen på kvällen. Nu har det gått SJU dagar från den beställda expressleveransen som skulle ta EN DAG och fortfarande ingen leverans och inget svar på mina upprepade mailförsök. När leveransen väl kommer så planerar jag att returnera den. Vill inte ha något alls med detta oseriösa företag att göra!!",0
"Dåligt! Handla inte här. Känns som man blivit lurad. Beställt men inte fått ngt. Kontaktat kundservice men inget svar, varken på mail eller telefon.",0
Supersnabb och bra service,1
Det är jatte bro,1
"Har alltid funkat perfekt med Seth & Sally, snabb service och favoritmärkena till lägre priser. Guldstjärna!🌟",1
"Köpte bänköverdrag för andra gången, mycket bra kvalitet.",1
"Tråkigt att det ska ta 3-4 veckor för varor där status är ""finns i lager""Blir inte fler beställningar för mig tyvärr.",0
känner att jag blev hustlad på mina pengar,0
"Prisnivå: Mycket bra!Leveranstid: Acceptabel, varorna skickas från DanmarkLeverans: Färg inte enligt beställning eller orderbekräftelse.",0
"Mycket bra produkt, bra pris och snabb frakt!",1
La en beställning den 7 dec på en bok de sa sig ha i lager. Fick samma dag ett mail att den inte ingår i standardsortimentet så de behöver nån extra dags leverans. Jag har sen mailat dem 3 ggr utan svar. Nån bok har jag inte fått. Nåt telefonnummer finns inte (varningsklocka redan där). Tack och lov att jag valde Klarna så inga pengar dras innan leverans...,0
"Ni hade fått 0 stjärnor om man hade kunnat ranka er med det. Vi kan inte titta på ert utbud av digital tv pga routern och airtiesen. Jag har bokstavligen aldrig varit med om något mer ostabilt än ert förbannade bredband. Jag har varit i kontakt med er under en tvåårs period gällande vårt bredband här hemma. Skrämmande att ni ens får ta betalt för er produkt.Att spela Super mario på nitendo framstår som 8K jämfört med deras digital tv.Till er som funderar på att skaffa deras digital tv/bredband Låt bli!!! Det är bättre att streama från luren än att använda deras internet. Det är inte bara jag som har detta problem, sök telia airties problem på google, så får ni se att halva deras kundkrets har samma problem. Jag har varit i kontakt med kundtjänsten under två års tid utan att de hjälp mig mig åtgärda problemet. Kontraktet går ut nu till sommaren vilket är skönt.",0
Smidigt och Bra,1
Levererar inte på utsatt tid och meddelar inte. Går nog att köpa shampoo och annat som inte är viktigt att det kommer i tid. Beställ inte mediciner på recept eftersom de har svårt att klara leveransen.,0
"Wij worden echt heel fijn geholpen in Leiderdorp door Belma, zij geeft echt goeie uitleg en ze is heel vriendelijk,.wij wonen zelf in Noordwijk en in onze buurt zitten ook Haco filialen maar wij gaan speciaal naar Leiderdorp omdat je daar echt goed geholpen wordt.",1
